_input,_num,_widgetName,_source,_resultNumber,_pageUrl,album_name,band_name,avg_rating
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,121,informationFromRYM,informationFromRYM,21,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,London Calling,The Clash,4.15
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,221,informationFromRYM,informationFromRYM,21,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Hounds of Love,Kate Bush,4.09
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,22,informationFromRYM,informationFromRYM,22,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,L.A. Woman,The Doors,3.95
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,122,informationFromRYM,informationFromRYM,22,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,The Beatles [The White Album],The Beatles,4.24
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,222,informationFromRYM,informationFromRYM,22,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Superfly,Curtis Mayfield,4.14
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,23,informationFromRYM,informationFromRYM,23,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Déjà vu,Crosby Stills Nash & Young,4.03
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,123,informationFromRYM,informationFromRYM,23,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,The Queen Is Dead,The Smiths,4.19
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,223,informationFromRYM,informationFromRYM,23,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Machine Head,Deep Purple,4.06
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,24,informationFromRYM,informationFromRYM,24,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Weezer [Blue Album],Weezer,3.95
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,124,informationFromRYM,informationFromRYM,24,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Pink Moon,Nick Drake,4.22
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,224,informationFromRYM,informationFromRYM,24,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Homogenic,Björk,4.01
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,25,informationFromRYM,informationFromRYM,25,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,C'era una volta il West,Ennio Morricone,4.12
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,125,informationFromRYM,informationFromRYM,25,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Blonde on Blonde,Bob Dylan,4.25
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,225,informationFromRYM,informationFromRYM,25,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Songs of Love and Hate,Leonard Cohen,4.10
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,26,informationFromRYM,informationFromRYM,26,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Bone Machine,Tom Waits,4.02
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,126,informationFromRYM,informationFromRYM,26,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Are You Experienced,The Jimi Hendrix Experience,4.24
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,226,informationFromRYM,informationFromRYM,26,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Madvillainy,Madvillain,4.05
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,27,informationFromRYM,informationFromRYM,27,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Rising,Rainbow,4.03
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,127,informationFromRYM,informationFromRYM,27,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,The Black Saint and the Sinner Lady,Charles Mingus,4.39
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,227,informationFromRYM,informationFromRYM,27,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Thick as a Brick,Jethro Tull,4.08
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,28,informationFromRYM,informationFromRYM,28,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Horses,Patti Smith,3.96
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,128,informationFromRYM,informationFromRYM,28,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Marquee Moon,Television,4.21
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,228,informationFromRYM,informationFromRYM,28,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Ænima,Tool,3.98
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,29,informationFromRYM,informationFromRYM,29,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Somethin' Else,Cannonball Adderley,4.07
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,129,informationFromRYM,informationFromRYM,29,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Funeral,Arcade Fire,4.07
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,229,informationFromRYM,informationFromRYM,29,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Songs in the Key of Life,Stevie Wonder,4.12
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,30,informationFromRYM,informationFromRYM,30,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Different Class,Pulp,4.00
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,130,informationFromRYM,informationFromRYM,30,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Remain in Light,Talking Heads,4.21
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,230,informationFromRYM,informationFromRYM,30,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,9 Symphonien,Berliner Philharmoniker; Herbert von Karajan,4.29
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,31,informationFromRYM,informationFromRYM,31,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Ready to Die,The Notorious B.I.G.,4.00
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,131,informationFromRYM,informationFromRYM,31,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Animals,Pink Floyd,4.11
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,231,informationFromRYM,informationFromRYM,31,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Blackwater Park,Opeth,3.99
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,32,informationFromRYM,informationFromRYM,32,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Thriller,Michael Jackson,3.91
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,132,informationFromRYM,informationFromRYM,32,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Blood on the Tracks,Bob Dylan,4.25
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,232,informationFromRYM,informationFromRYM,32,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,The Stone Roses,The Stone Roses,4.03
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,33,informationFromRYM,informationFromRYM,33,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,The Infamous,Mobb Deep,4.04
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,133,informationFromRYM,informationFromRYM,33,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Closer,Joy Division,4.16
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,233,informationFromRYM,informationFromRYM,33,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Station to Station,David Bowie,4.05
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,34,informationFromRYM,informationFromRYM,34,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,The Nocturnes,Artur Rubinstein,4.14
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,134,informationFromRYM,informationFromRYM,34,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,In the Aeroplane Over the Sea,Neutral Milk Hotel,4.08
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,234,informationFromRYM,informationFromRYM,34,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Amnesiac,Radiohead,3.85
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,35,informationFromRYM,informationFromRYM,35,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Songs for the Deaf,Queens of the Stone Age,3.91
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,135,informationFromRYM,informationFromRYM,35,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Rubber Soul,The Beatles,4.19
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,235,informationFromRYM,informationFromRYM,35,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Yankee Hotel Foxtrot,Wilco,3.96
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,36,informationFromRYM,informationFromRYM,36,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Donuts,J Dilla,3.98
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,136,informationFromRYM,informationFromRYM,36,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Lift Yr. Skinny Fists Like Antennas to Heaven!,Godspeed You Black Emperor!,4.13
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,236,informationFromRYM,informationFromRYM,36,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Born to Run,Bruce Springsteen,4.03
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,37,informationFromRYM,informationFromRYM,37,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,The Modern Lovers,The Modern Lovers,4.00
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,137,informationFromRYM,informationFromRYM,37,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Daydream Nation,Sonic Youth,4.14
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,237,informationFromRYM,informationFromRYM,37,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Lateralus,Tool,3.96
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,38,informationFromRYM,informationFromRYM,38,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Art Blakey and The Jazz Messengers [Moanin'],Art Blakey and The Jazz Messengers,4.09
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,138,informationFromRYM,informationFromRYM,38,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Bringing It All Back Home,Bob Dylan,4.25
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,238,informationFromRYM,informationFromRYM,38,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Turn On the Bright Lights,Interpol,3.96
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,39,informationFromRYM,informationFromRYM,39,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Le Sacre du printemps,New York Philharmonic; Leonard Bernstein,4.12
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,139,informationFromRYM,informationFromRYM,39,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,After the Gold Rush,Neil Young,4.21
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,239,informationFromRYM,informationFromRYM,39,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Illinois,Sufjan Stevens,3.96
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,40,informationFromRYM,informationFromRYM,40,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,The Lamb Lies Down on Broadway,Genesis,4.00
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,140,informationFromRYM,informationFromRYM,40,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Led Zeppelin,Led Zeppelin,4.10
webpage/url:http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,240,informationFromRYM,informationFromRYM,40,http://rateyourmusic.com/customchart?page=2&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Symbolic,Death,4.06
webpage/url:http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,41,informationFromRYM,informationFromRYM,41,http://rateyourmusic.com/customchart?page=3&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Journey in Satchidananda,Alice Coltrane featuring Pharoah Sanders,4.08
webpage/url:http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,141,informationFromRYM,informationFromRYM,41,http://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,Nevermind,Nirvana,3.96
